_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ltfen_en_yakn_anlam_seiniz,ltfen_en_yakn_anlam_seiniz:confidence,ltfen_en_yakn_anlam_seiniz_gold,meaning_example1,meaning_example10,meaning_example11,meaning_example12,meaning_example13,meaning_example14,meaning_example15,meaning_example16,meaning_example17,meaning_example2,meaning_example3,meaning_example4,meaning_example5,meaning_example6,meaning_example7,meaning_example8,meaning_example9,predicate,predicate_no,sentence,sid
758639449,false,finalized,4,7/27/2015 13:14:24,Birine soru yönelterek herhangi bir konuda bilgi istemek (Hastanenin nöbetçi doktoru yok mu? diye soruyorum),0.7508,,Birine soru yönelterek herhangi bir konuda bilgi istemek (Hastanenin nöbetçi doktoru yok mu? diye soruyorum),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Çok iyi bilmek (Bu işi benden sorarlar),N.A,N.A,N.A,N.A,N.A,N.A,N.A,sor,1,Kimlik sordu . ,2851
758639450,false,finalized,3,7/27/2015 14:38:45,"Karışmak, eklenmek (Devreye girmek, araya girmek)",1.0,,"Dışarıdan içeriye geçmek (Birlikte kiliseden içeri giriyoruz, ben topallıyorum.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Sığmak (Elim bu eldivene girmiyor.),Katılmak (Bugün edebiyat imtihanına girdim.),Erişmek (yaş olarak) (Yirmisine girdi.),"Karışmak, eklenmek (Devreye girmek, araya girmek)",Bir duruma geçmek (Şoka girdim.),N.A,N.A,N.A,gir,1,Türkçeye buradan girmiş . ,2854
758639451,false,finalized,3,7/27/2015 14:53:23,Bir dilin kelimeleriyle düşüncesini sözlü olarak anlatmak (Çocuk daha konuşamıyor.),649,,Bir dilin kelimeleriyle düşüncesini sözlü olarak anlatmak (Çocuk daha konuşamıyor.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Bir konuda karşılıklı söz etmek, sohbet etmek (İşten sonra Nuruosmaniye'deki İkbal kahvesinde arkadaşlarla şiir ve edebiyat konuşuyoruz.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,konuş,1,"Gecede bir konuşma yapan Ecevit , cemevlerinin devletin katkısıyla yaygınlaşması gerektiğini söyledi . ",2855
758639452,false,finalized,3,7/27/2015 13:39:19,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),0.6784,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,"Gecede bir konuşma yapan Ecevit , cemevlerinin devletin katkısıyla yaygınlaşması gerektiğini söyledi . ",2855
758639453,false,finalized,3,7/27/2015 14:54:59,"Sıvı durumuna geçmek (Günden güne eriyen Kerime'yi, o tek kardeşimi kurtarabilirim ümidiyle size koştum.)",0.6711,,"Sıvı durumuna geçmek (Günden güne eriyen Kerime'yi, o tek kardeşimi kurtarabilirim ümidiyle size koştum.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Çok zayıflamak,N.A,N.A,N.A,N.A,N.A,N.A,N.A,eri,1,Bunlar ve eritme peynirleri rakıya yakışmaz . ,2856
758639454,false,finalized,3,7/27/2015 14:30:23,"Yapmak anlamında olan Yardımcı Fiil (yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek)",1.0,,"Bir işi meslek gibi yapmak (Şemsi, sıra düştükçe emlak komisyonculuğu ediyordu.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Bulmak, erişmek (Hemşerileri gelir, kemençe gibi bir çalgıyla sabahı ederlerdi.)","Birini bir şeyden yoksun bırakmak (Doping, Ali Gürbüz'ü altın kemerden etti.)","Eşit değer kazanmak (Üç artı iki, beş eder.)","Kötülükte bulunmak (Ah, iki bardak süt sen bana neler ettin?)","Yapmak anlamında olan Yardımcı Fiil (yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek)",N.A,N.A,N.A,et,1,İthal ederler . ,2858
758639455,false,finalized,3,7/27/2015 14:51:38,"Söz ve düşünceyi özel işaret veya harflerle anlatmak (Büyük bir heyecan, bir haz içinde şu satırları yazıyorum)",1.0,,"Söz ve düşünceyi özel işaret veya harflerle anlatmak (Büyük bir heyecan, bir haz içinde şu satırları yazıyorum)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Yazar olarak görev yapmak (Artık Milliyette yazıyorum),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yaz,1,"Hayret , ne zaman yazmışım ? ",2859
758639456,false,finalized,3,7/27/2015 14:28:34,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),1.0,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,"Toplantıyı evinde yapacak olan kişi , Sakarya Caddesi'ndeki iki büyük bakkaldan , ya da Bulvar üzerindeki Trakya Şarküterisi'nden peynir , salam , tarama , Rus salatası , dolma gibi şeyler alırdı . ",2862
758639457,false,finalized,3,7/27/2015 14:43:16,Satın almak (Marketten süt aldım.),1.0,,Bir şeyi ya da kişiyi bulunduğu yerden ayırmak (Sağ elinin çevik bir hareketiyle başındaki tülbendi çekip aldı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Satın almak (Marketten süt aldım.),"Kısaltmak, eksiltmek. (Ceketin boyundan aldım.)",Temizlemek. (Karyolanın altını süpürge ile al.),İçeri girmesini sağlamak (Delikanlıyı evine almış.),"Yol gitmek, yol almak (O yolu bir saatte alırsınız.)",Kazanç sağlamak. (Bir pantolondan beş yüz lira alıyorlar.),Kabul etmek (İki hafta sonra beni işe aldılar.),"Yer almak, arasında bulunmak (Eczacıbaşı Holding üçüncü sırada yer alıyor.)",al,1,"Toplantıyı evinde yapacak olan kişi , Sakarya Caddesi'ndeki iki büyük bakkaldan , ya da Bulvar üzerindeki Trakya Şarküterisi'nden peynir , salam , tarama , Rus salatası , dolma gibi şeyler alırdı . ",2862
758639458,false,finalized,3,7/27/2015 14:16:44,"Söz ve düşünceyi özel işaret veya harflerle anlatmak (Büyük bir heyecan, bir haz içinde şu satırları yazıyorum)",1.0,,"Söz ve düşünceyi özel işaret veya harflerle anlatmak (Büyük bir heyecan, bir haz içinde şu satırları yazıyorum)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Yazar olarak görev yapmak (Artık Milliyette yazıyorum),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yaz,1,Onun için yazamadım ... ,2864
758639459,false,finalized,3,7/27/2015 13:33:57,"Bir şeyi kapalı durumdan açık duruma getirmek (Burası beni açmadı, başka yere gidelim.)",1.0,,"Bir şeyi kapalı durumdan açık duruma getirmek (Burası beni açmadı, başka yere gidelim.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Başlatmak (İnternet üzerinden çeşitli servisleri hizmete açtık.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,aç,1,"Kapı bir an ardına kadar açılır gibi oldu , yeniden çarpıp kapandı . ",2865
758639460,false,finalized,3,7/27/2015 15:06:10,"Hızla değmek, vurmak. (Ortada duran uzun bir masaya çarptım.)",1.0,,"Hızla değmek, vurmak. (Ortada duran uzun bir masaya çarptım.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Etkisiyle birdenbire hasta etmek (Güneş çarptı.),Dolandırmak (Köprüden denizi seyredenlerin cüzdanını hep çarparlar.),"Kalp, hızlı hızlı vurmak. (Onu görünce kalbim hızlı hızlı çarpıyor.)","Matematik işlemi. (İki ile ikiyi çarparsak, dört eder.)",N.A,N.A,N.A,N.A,çarp,1,"Kapı bir an ardına kadar açılır gibi oldu , yeniden çarpıp kapandı . ",2865
758639461,false,finalized,3,7/27/2015 14:22:58,"Bir açıklığı örtmek (Hasan, hemen kapıyı kapadı, kaçtı.)",1.0,,"Bir açıklığı örtmek (Hasan, hemen kapıyı kapadı, kaçtı.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Çalışamaz, görev ve iş yapamaz duruma getirmek (Dükkanı beş gibi kapıyoruz.)",Bitirmek (Endeks ilk seansı 5 bin 100 puandan kapadı.),N.A,N.A,N.A,N.A,N.A,N.A,kapa,1,"Kapı bir an ardına kadar açılır gibi oldu , yeniden çarpıp kapandı . ",2865
758639462,false,finalized,3,7/27/2015 13:24:38,"Uçak vb. ile yerden yükselmek, havada yol almak (Paul Fort'un dizeleriyle avundu, Moskova'dan Paris'e uçtu...)",1.0,,"Uçak vb. ile yerden yükselmek, havada yol almak (Paul Fort'un dizeleriyle avundu, Moskova'dan Paris'e uçtu...)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Rengi solmak (Rengi birdenbire uçtu.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,uç,1,"Yakınları , Yunak'ın , pilot arkadaşının mazereti yüzünden uçtuğunu söyledi . ",2866
758639463,false,finalized,3,7/27/2015 14:18:45,"Elde bulundurmak, ele almak (Kucağında kundaklı bir çocuk tutuyordu.)",1.0,,"Elde bulundurmak, ele almak (Kucağında kundaklı bir çocuk tutuyordu.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Ayrıcalık tanımak (Muaf tutmak, ayrı tutmak)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,tut,1,Elinde beyaz bir zarf tutuyordu . ,2867
758639464,false,finalized,3,7/27/2015 14:50:18,Yukarıdan aşağıya gelmek (Dağdan kurt indi.),1.0,,Yukarıdan aşağıya gelmek (Dağdan kurt indi.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Azalmak (Sayımız son günlerde bu miktara inmiştir.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,in,1,"Bir süre kepenkleri inmiş dükkanların önünden yürüdüm , gece zamanı karanlık ve sessiz duran şadırvana bir göz attım . ",2868
758639465,false,finalized,3,7/27/2015 15:07:30,Haber vermek (Bunu sana kim haber verdi ?),0.6259,,"Transfer etmek, iletmek (Yemlerini ben veririm.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Tespit etmek (Randevu vermek. Ad vermek. İsim vermek.),"Ayırmak, harcamak (Emek vermek. Zaman vermek. Öncelik vermek.)",Haber vermek (Bunu sana kim haber verdi ?),"Karar, hüküm vermek (Misafirine ikramda bulunmaya karar verdi.)","Yanıt vermek ((Cevap vermek, yqnıt vermek, karşılık vermek))",Hissettirmek (Artık bana heyecan vermiyor.),N.A,N.A,ver,1,Tekke ile ilgili olarak verilen bilgilerin çoğu yanlıştır . ,2869
758639466,false,finalized,3,7/27/2015 14:31:55,Birini beklemek (Ben de seni bekliyordum zaten.),0.6589,,Birini beklemek (Ben de seni bekliyordum zaten.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Ummak (Nikahtan bu kadar keramet bekleme!),Korumak (Eşyaları bekle.),N.A,N.A,N.A,N.A,N.A,N.A,bekle,1,"Fıkır fıkır sesini beklerken , kart , öksürüklü ses : Benim ? Tanımadı . ",2871
758639467,false,finalized,3,7/27/2015 14:53:49,Hiçbiri,0.6693,,Yerinden ayrılmak (Terazinin bir gözü inince öbürü kalkar.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Yola çıkmak (Tren saat onda kalktı.),"Varlığı, hayatı son bulmak (Halifelik kalktı.)","Girişmek, başlamak",N.A,N.A,N.A,N.A,N.A,kalk,1,Kıbrıslı ayağa kalktı . ,2872
758639468,false,finalized,3,7/27/2015 14:15:18,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),1.0,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,Küçük küçük sürprizler yapmaya başlar . ,2874
758639469,false,finalized,3,7/27/2015 13:39:19,Bir işe girişmek (Şairliğe on sekiz yaşında gazel ve rubailerle başlamıştı.),0.6832,,Bir işe girişmek (Şairliğe on sekiz yaşında gazel ve rubailerle başlamıştı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Olmak, oluşmak, ortaya çıkmak, doğmak (Şiirimiz milletimizin Anadolu'daki teşekkülü ile başlar.)",Görünmek (Kasabanın kenar mahallelerinden sonra bir mezarlık başlardı.),N.A,N.A,N.A,N.A,N.A,N.A,başla,1,Küçük küçük sürprizler yapmaya başlar . ,2874
758639470,false,finalized,3,7/27/2015 15:05:59,Yazılmış bir şeyi okumak (Çocuklara kitaptan bir masal okudu.),1.0,,Yazılmış bir şeyi okumak (Çocuklara kitaptan bir masal okudu.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Meydan okumak (Topu yerde bir iki kere sektirdikten sonra, hepimize meydan okudu.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,oku,1,Ben okumadım . ,2875
758639471,false,finalized,3,7/27/2015 14:00:55,"Dışarıdan içeriye geçmek (Birlikte kiliseden içeri giriyoruz, ben topallıyorum.)",1.0,,"Dışarıdan içeriye geçmek (Birlikte kiliseden içeri giriyoruz, ben topallıyorum.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Sığmak (Elim bu eldivene girmiyor.),Katılmak (Bugün edebiyat imtihanına girdim.),Erişmek (yaş olarak) (Yirmisine girdi.),"Karışmak, eklenmek (Devreye girmek, araya girmek)",Bir duruma geçmek (Şoka girdim.),N.A,N.A,N.A,gir,1,Ramiz girip başını eğerek kapının önünde dikildi . ,2877
758639472,false,finalized,3,7/27/2015 14:27:28,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",1.0,,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Ad vermek (Muşmulaya döngel de derler.),Bir dilde karşılığı olmak,"Herhangi bir kanıya, yargıya varmak (Bu işe herkes ne der?)",N.A,N.A,N.A,N.A,N.A,de,1,Kısmetsiz adam Leblebi bile diyemeden pazar bitermiş . ,2879
758639473,false,finalized,3,7/27/2015 13:23:32,"Tükenmek, son bulmak (Dün akşam param bitmişti.)",1.0,,"Tükenmek, son bulmak (Dün akşam param bitmişti.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Çok sevmek (Ben böyle sese biterim.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,bit,1,Kısmetsiz adam Leblebi bile diyemeden pazar bitermiş . ,2879
758639474,false,finalized,3,7/27/2015 15:07:50,Birini veya bir şeyi bulmaya çalışmak (Dükkanın içinde gözleriyle bir şeyler aradı.),1.0,,Birini veya bir şeyi bulmaya çalışmak (Dükkanın içinde gözleriyle bir şeyler aradı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Özlemek (Seni çok arıyorum, Ziyacığım.)",Telefon etmek (Dün akşam beni aramışsın.),N.A,N.A,N.A,N.A,N.A,N.A,ara,1,Böylesi bir durumda bir fizikçinin olağan tepkisi daha iyi bir model aramak olur . ,2881
758639475,false,finalized,3,7/27/2015 13:09:47,"Ulaşmak, varmak (Gurbetten gelmişim yorgunum, hancı.)",1.0,,"Ulaşmak, varmak (Gurbetten gelmişim yorgunum, hancı.)",Kazanılmak (Çiftlikten onlara ayda beş yüz milyon lira gelir.),Uymak (Bu ayakkabı sana küçük gelir.),"Görünmek, sanılmak (Ayıp gelmek, tanıdık gelmek)",Mal olmak (Bu bardakların tanesi yüz liraya geldi.),Herhangi bir sırada bulunmak (Yarışta birinci geldi.),"Yapabilmek, elinden gelmek",İçinden gelmek (Çok içimden geldi.),Yönelme durumundaki bazı kelimelere getirilerek yapılan birleşik fiil (Yola gelmek. Meydana gelmek. Hatıra gelmek. Akla gelmek),İsabet etmek (Attığı top gözüme geldi.),Varlığını sürdürmek (Eski çağlardan birçok anıt çağımıza kadar gelmiştir.),"Belli bir süre dolmak (Vakit kuşluğu aşmış, öğleye geliyordu.)","İzlemek, takip etmek. (Çocuklar arkadan geliyordu.)",Eklenmek (Türkçede ekler kelimelerin sonuna gelir.),"Dayanmak (Birazcık üşütmeye gelmiyor, hemen hastalanıyor.)",Doğruluğuna hak vermek (Dediğime geldiniz mi?),Etkisini herhangi bir biçimde göstermek (Burası bana çok sıcak geldi.),gel,1,"Ben bir dolaşıp geleceğim , dedim . ",2882
758639476,false,finalized,3,7/27/2015 13:13:00,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",1.0,,"Söylemek (Eskilerin dediği gibi beşer, şaşar.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Ad vermek (Muşmulaya döngel de derler.),Bir dilde karşılığı olmak,"Herhangi bir kanıya, yargıya varmak (Bu işe herkes ne der?)",N.A,N.A,N.A,N.A,N.A,de,1,"Ben bir dolaşıp geleceğim , dedim . ",2882
758639477,false,finalized,3,7/27/2015 14:34:45,Bir yargıya varmak (Ben de bunu akıllıca buldum.),0.6592,,Kaybedilen bir şeyi yeniden ele geçirmek (Anahtarlarımı buldum.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Keşfetmek , icat etmek (Şu kuvvetin, cevherin sırrını bulmaya çalışıyorum.)",İstenilen şeye kavuşmak (Kadınlık namına düşündüğüm şeylerin hiçbirini karımda bulamadım.),Bir yargıya varmak (Ben de bunu akıllıca buldum.),N.A,N.A,N.A,N.A,N.A,bul,1,Konutlarını güzel bulmamışlardı . ,2883
758639478,false,finalized,3,7/27/2015 13:23:18,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),1.0,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,Doğum günü yapmakta asıl amacım Tibet'i bize davet etmek . ,2884
758639479,false,finalized,3,7/27/2015 12:55:45,Kendini bir şeye sahip kılmak (Başlangıçta ücretini düşük tutup el mahareti edindi.),0.6383,,Kendini bir şeye sahip kılmak (Başlangıçta ücretini düşük tutup el mahareti edindi.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,İzlenim edinmek (Bu izlenimi nereden edindin ?),N.A,N.A,N.A,N.A,N.A,N.A,N.A,edin,1,"Karşılaştığı tüm pilotlara , subaylara ve hukukçulara edindiği raporlardan , bilgilerden söz ediyor , ancak ne yapacağını bilemiyordu . ",2889
758639480,false,finalized,3,7/27/2015 14:53:23,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),0.6779,,Gerçekleştirmek (O gün son resmi sayılabilecek son otoportresini yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Bir işle uğraşmak (Elimden tutup bana adeta rehberlik yaptı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yap,1,"Karşılaştığı tüm pilotlara , subaylara ve hukukçulara edindiği raporlardan , bilgilerden söz ediyor , ancak ne yapacağını bilemiyordu . ",2889
758639481,false,finalized,3,7/27/2015 13:18:06,"Söz ve düşünceyi özel işaret veya harflerle anlatmak (Büyük bir heyecan, bir haz içinde şu satırları yazıyorum)",1.0,,"Söz ve düşünceyi özel işaret veya harflerle anlatmak (Büyük bir heyecan, bir haz içinde şu satırları yazıyorum)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Yazar olarak görev yapmak (Artık Milliyette yazıyorum),N.A,N.A,N.A,N.A,N.A,N.A,N.A,yaz,1,Ayhan'ın yazdıkları burda bitiyor ... ,2890
758639482,false,finalized,3,7/27/2015 14:45:40,"Tükenmek, son bulmak (Dün akşam param bitmişti.)",1.0,,"Tükenmek, son bulmak (Dün akşam param bitmişti.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Çok sevmek (Ben böyle sese biterim.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,bit,1,Ayhan'ın yazdıkları burda bitiyor ... ,2890
758639483,false,finalized,3,7/27/2015 14:09:10,Yüksek ve gür ses çıkarmak (Yaşasın hürriyet diye bağırsa ismi tarihe geçecekti.),1.0,,Yüksek ve gür ses çıkarmak (Yaşasın hürriyet diye bağırsa ismi tarihe geçecekti.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Kızmak (Kapıda bekleşen hulamlarına bağırdı, küfretti.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,bağır,1,Kırmızı bir Mersedes ! diye bağırıyordu . ,2894
758639484,false,finalized,4,7/27/2015 13:05:49,"Konaklamak, yaşamak (Hemen karargâha yerleşmezsem ne geri dönebilir ne de otelde kalabilirdim.)",0.5206,,"Olduğu yeri ve durumu korumak, sürdürmek (Sıkı sıkı kucakladı ve öylece kaldı.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Belirtilen miktarda bulunmak (Sadece üç gün kaldı.),"Konaklamak, yaşamak (Hemen karargâha yerleşmezsem ne geri dönebilir ne de otelde kalabilirdim.)","Geriye atılmak, ertelenmek (Mahkeme ayın on sekizine kaldı.)",Miras olarak geçmek (Çiftlik ana babasından kalmış.),"Yardımcı Fiil: Olmak, herhangi bir durumda bulunmak (Aç kalmak, nefes nefese kalmak, zorunda kalmak)",N.A,N.A,N.A,kal,1,Gerçi kaldığı daire onun . ,2896
758639485,false,finalized,3,7/27/2015 15:05:04,"Ulaşmak, varmak (Gurbetten gelmişim yorgunum, hancı.)",1.0,,"Ulaşmak, varmak (Gurbetten gelmişim yorgunum, hancı.)",Kazanılmak (Çiftlikten onlara ayda beş yüz milyon lira gelir.),Uymak (Bu ayakkabı sana küçük gelir.),"Görünmek, sanılmak (Ayıp gelmek, tanıdık gelmek)",Mal olmak (Bu bardakların tanesi yüz liraya geldi.),Herhangi bir sırada bulunmak (Yarışta birinci geldi.),"Yapabilmek, elinden gelmek",İçinden gelmek (Çok içimden geldi.),Yönelme durumundaki bazı kelimelere getirilerek yapılan birleşik fiil (Yola gelmek. Meydana gelmek. Hatıra gelmek. Akla gelmek),İsabet etmek (Attığı top gözüme geldi.),Varlığını sürdürmek (Eski çağlardan birçok anıt çağımıza kadar gelmiştir.),"Belli bir süre dolmak (Vakit kuşluğu aşmış, öğleye geliyordu.)","İzlemek, takip etmek. (Çocuklar arkadan geliyordu.)",Eklenmek (Türkçede ekler kelimelerin sonuna gelir.),"Dayanmak (Birazcık üşütmeye gelmiyor, hemen hastalanıyor.)",Doğruluğuna hak vermek (Dediğime geldiniz mi?),Etkisini herhangi bir biçimde göstermek (Burası bana çok sıcak geldi.),gel,1,Geldi . ,2898
758639486,false,finalized,3,7/27/2015 13:29:11,"Ulaşmak, varmak (Gurbetten gelmişim yorgunum, hancı.)",0.6861,,"Ulaşmak, varmak (Gurbetten gelmişim yorgunum, hancı.)",Kazanılmak (Çiftlikten onlara ayda beş yüz milyon lira gelir.),Uymak (Bu ayakkabı sana küçük gelir.),"Görünmek, sanılmak (Ayıp gelmek, tanıdık gelmek)",Mal olmak (Bu bardakların tanesi yüz liraya geldi.),Herhangi bir sırada bulunmak (Yarışta birinci geldi.),"Yapabilmek, elinden gelmek",İçinden gelmek (Çok içimden geldi.),Yönelme durumundaki bazı kelimelere getirilerek yapılan birleşik fiil (Yola gelmek. Meydana gelmek. Hatıra gelmek. Akla gelmek),İsabet etmek (Attığı top gözüme geldi.),Varlığını sürdürmek (Eski çağlardan birçok anıt çağımıza kadar gelmiştir.),"Belli bir süre dolmak (Vakit kuşluğu aşmış, öğleye geliyordu.)","İzlemek, takip etmek. (Çocuklar arkadan geliyordu.)",Eklenmek (Türkçede ekler kelimelerin sonuna gelir.),"Dayanmak (Birazcık üşütmeye gelmiyor, hemen hastalanıyor.)",Doğruluğuna hak vermek (Dediğime geldiniz mi?),Etkisini herhangi bir biçimde göstermek (Burası bana çok sıcak geldi.),gel,1,"Melek her zamanki yerinde , ümitle gelene geçene flasterlerini ve kalemlerini uzatıyordu , ama nafile ; kimsenin ona aldırdığı yoktu . ",2899
758639487,false,finalized,3,7/27/2015 13:48:23,Bir yerden başka bir yere gitmek (Elindeki kitabı bırakıp bulundukları odaya geçtim.),1.0,,Bir yerden başka bir yere gitmek (Elindeki kitabı bırakıp bulundukları odaya geçtim.),Kullanımda olmak (Bu para artık geçmiyor.),Konuşmada sözü geçmek veya basında yer almak (Hatta ölümünün gazetelere bile geçmemesini istemişti.),N.A,N.A,N.A,N.A,N.A,N.A,"Bırakmak, vazgeçmek (Bana yardan geç derler.)",Bir duruma uğramak (Dayaktan geçmek. Muayeneden geçmek),"Olmak, vuku bulmak (Bu odanın içinde geçen aşk anları artık çok uzaklardaydı.)","Bulaşmak, aktarılmak (Bu titizlik ona babasından geçmiş.)","Tükenmek, bitmek (Yavaş yavaş bu hırs geçer.)","Geride bırakmak, aşmak (Bizim yelkenli vapuru geçecek.)",Harcamak (Bütün günüm seni takip etmekle geçti.),"Yazılmak, girmek (Tarihe geçti.)",geç,1,"Melek her zamanki yerinde , ümitle gelene geçene flasterlerini ve kalemlerini uzatıyordu , ama nafile ; kimsenin ona aldırdığı yoktu . ",2899
758639488,false,finalized,3,7/27/2015 14:38:40,Hiçbiri,1.0,,"Uzun duruma gelmek, boyu büyümek (Kısa boylu Japon cinsi bile sporla üç parmak uzadı.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"Çok zaman tutmak, uzun sürmek (Yılan masalı gibi uzadı gitti bu iş)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,uza,1,"Melek her zamanki yerinde , ümitle gelene geçene flasterlerini ve kalemlerini uzatıyordu , ama nafile ; kimsenin ona aldırdığı yoktu . ",2899
758639489,false,finalized,3,7/27/2015 14:57:59,Hiçbiri,0.6819,,Bir şeyi ya da kişiyi bulunduğu yerden ayırmak (Sağ elinin çevik bir hareketiyle başındaki tülbendi çekip aldı.),N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Satın almak (Marketten süt aldım.),"Kısaltmak, eksiltmek. (Ceketin boyundan aldım.)",Temizlemek. (Karyolanın altını süpürge ile al.),İçeri girmesini sağlamak (Delikanlıyı evine almış.),"Yol gitmek, yol almak (O yolu bir saatte alırsınız.)",Kazanç sağlamak. (Bir pantolondan beş yüz lira alıyorlar.),Kabul etmek (İki hafta sonra beni işe aldılar.),"Yer almak, arasında bulunmak (Eczacıbaşı Holding üçüncü sırada yer alıyor.)",al,1,"Melek her zamanki yerinde , ümitle gelene geçene flasterlerini ve kalemlerini uzatıyordu , ama nafile ; kimsenin ona aldırdığı yoktu . ",2899
758639490,false,finalized,3,7/27/2015 14:40:52,"Bir şeyi oluşturmak  için emek harcamak (Çalışan ilerler, yerinde kalmaz.)",1.0,,"Bir şeyi oluşturmak  için emek harcamak (Çalışan ilerler, yerinde kalmaz.)",N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,"İşi veya görevi olmak, bulunmak (Artık, diğer otellerde kaç kişi çalışıyor hesaplayın.)",Bir şeyi öğrenmek veya yapmak için emek vermek (Üç senedir piyano çalmaya çalışıyor.),N.A,N.A,N.A,N.A,N.A,N.A,çalış,1,"Biz yoğun bir tempoyla çalışırız , umarım bize ayak uydurmakta güçlük çekmezsiniz . ",2903
