_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,farg_secim,farg_secim:confidence,hata,orig__golden,arg0,arg1,arg2,arg3,arg4,ex0,ex1,ex2,farg,farg_secim_gold,farg_secim_gold_reason,pred,pred_no,senseid,sent,sid
853873602,true,golden,2,"",sevinen,1.0,"
",TRUE,sevinen,neye sevindiği,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Sınavı geçmene sevindim.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: sevindim<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>sevinmeye sebep olan</b>: Sınavı geçmene<br>,N.A,N.A,onları,sevinen,Kimi sevindiriyor ? = Kim seviniyor ?,sevin,1,1,") Risk ve tehlike onları sevindiriyor , harekete geçiriyor ve avantajlı konuma getiriyor . ",4042
853873603,true,golden,5,"",eken,0.6199,"



",TRUE,eken,ekilen şey,N.A,N.A,N.A,N.A,N.A,N.A,korkan,eken,Kim ekmez ?,ek,1,1,Kargadan korkan darı ekmez . ,4097
853873604,true,golden,3,"",ekilen şey,1.0,"

",TRUE,eken,ekilen şey,N.A,N.A,N.A,N.A,N.A,N.A,darı,ekilen şey,"Ekilen , atılan şey nedir ?",ek,1,1,Kargadan korkan darı ekmez . ,4097
853873605,true,golden,6,"",bırakan kimse,1.0,"




",TRUE,bırakan kimse,bırakılan şey,N.A,N.A,kime/nereye bırakıldığı,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eşyamı size bırakacağım.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>bırakılan şey</b>: Eşyamı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>bakılması için bırakılan kişi</b>: size<br>,N.A,N.A,Amerikalı,bırakan kimse,"",bırak,1,3,Dünkü Amerikalı iki paket bırakmıştı . ,4098
853873606,true,golden,7,"",bırakılan şey,1.0,"





",TRUE,bırakan kimse,bırakılan şey,N.A,N.A,kime/nereye bırakıldığı,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eşyamı size bırakacağım.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>bırakılan şey</b>: Eşyamı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>bakılması için bırakılan kişi</b>: size<br>,N.A,N.A,paket,bırakılan şey,"",bırak,1,3,Dünkü Amerikalı iki paket bırakmıştı . ,4098
853873607,true,golden,5,"","Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)",0.5991,"



",TRUE,alışan,N.A,alıştığı şey,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Muhtaç değiliz ama ben çalışmaya alıştım.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Cümleyi bir önceki cümleyle bağlayan bağlaç (Ayrıca, Fakat, Buna rağmen vb.) ya da seslenme (Hayri, git başımdan), (Allahım, duy sesimi)</b>: ama<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>alışan</b>: ben<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>alıştığı şey</b>: çalışmaya<br>",N.A,N.A,Filmle,"Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)
Ne ile (uçakla, gözleriyle, çekiçle vb...)", ,alış,1,1,Filmle alıştıracaklar . ,4114
853873608,true,golden,6,"",ne/kim olduğu,0.6575,"




",TRUE,olan şey/kişi,ne/kim olduğu,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>hazır olmak, aşık olmak, emekli olmak...</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: olmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ne/kim olduğu</b>: hazır<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ne/kim olduğu</b>: emekli<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ne/kim olduğu</b>: aşık<br>",N.A,N.A,kazanan,ne/kim olduğu,"",ol,1,2,Ama kazanan ben oldum . ,4146
853873609,true,golden,3,"",olan şey/kişi,1.0,"

",TRUE,olan şey/kişi,ne/kim olduğu,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>hazır olmak, aşık olmak, emekli olmak...</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: olmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ne/kim olduğu</b>: hazır<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ne/kim olduğu</b>: emekli<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ne/kim olduğu</b>: aşık<br>",N.A,N.A,ben,olan şey/kişi,"",ol,1,2,Ama kazanan ben oldum . ,4146
853873610,true,golden,6,"",yaratılan,1.0,"




",TRUE,yaratan,yaratılan,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Bu haber sinirli bir hava yarattı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yarattı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>sebep olan şey</b>: Bu haber<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>sebep olunan şey</b>: sinirli bir hava<br>,N.A,N.A,sinerjinin,yaratılan,"Arçelik çalışanları ne yarattı / neye sebep oldu ? ""Sinerji""",yarat,1,1,Bu başarı tüm Arçelik çalışanlarının yarattığı sinerjinin ürünüdür . ,4151
853873611,true,golden,7,"",yaratan,1.0,"





",TRUE,yaratan,yaratılan,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Bu haber sinirli bir hava yarattı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yarattı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>sebep olan şey</b>: Bu haber<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>sebep olunan şey</b>: sinirli bir hava<br>,N.A,N.A,çalışanlarının,yaratan,Kim yarattı ?,yarat,1,1,Bu başarı tüm Arçelik çalışanlarının yarattığı sinerjinin ürünüdür . ,4151
853873612,true,golden,6,"",ne istediği,1.0,"




",TRUE,isteyen,ne istediği,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Kımıldamak istedi kımıldayamadı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: istedi<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>arzuladığı şey</b>: Kımıldamak<br>,N.A,N.A,gerçekleştirmek,ne istediği,"Ne istiyorlar ? ""2005'e kadar bu planlarını gerçekleştirmek""",iste,1,1,"Bu amaçla Almanya'da faaliyet gösteren iki şirketi izlediklerini açıklayan Hablemitoğlu'nun Genel Müdürü Melih Batılı , 2005'e kadar bu planlarını gerçekleştirmek istediklerini söyledi . ",4183
853873613,true,golden,4,"",alınan şey,1.0,"


",TRUE,alan kişi,alınan şey,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Marketten süt aldım.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>alınan şey</b>: süt<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin izlediği yol (patikadan )</b>: Marketten<br>,N.A,N.A,gazetesi,alınan şey,Ne aldı ?,al,1,2,"Bir Aydınlık gazetesi aldı , kazayla ilgili çıkan ilk haberi okudu ve hemen telefona sarıldı . ",4203
853873614,true,golden,7,"",anlatılan konu,1.0,"





",TRUE,anlatan,anlatılan konu,kime anlatıldığı,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Bu konak için de yine senelerden beri aynı şeyi söylerim.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: söylerim.<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin amacı, varış noktası (Eve, odaya vb.) ya da eylemden faydalanan varsa faydacı (annem için, arkadaşıma vb)</b>: Bu konak için (de)<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin ne zaman (Eylül, Pazartesi), ne sıklıkla (her zaman, bazen), hangi sırada (ilk, son) ya da ne kadar süreliğine (bir aylığına) gerçekleştiği</b>: yine<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin ne zaman (Eylül, Pazartesi), ne sıklıkla (her zaman, bazen), hangi sırada (ilk, son) ya da ne kadar süreliğine (bir aylığına) gerçekleştiği</b>: senelerden beri<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>anlatılan konu</b>: aynı şeyi<br>",N.A,N.A,bulandırdığını,anlatılan konu,Neyi söylemeliyim ?,söyle,1,1,"Bodrum evi için bir anlamı ve güzelliği olan gumbillinin ( Bodrum evine özgü çatı parapeti köşelerinde yer alan süs elemanı ) ve beyazın , binlerce tekrardan sonra mide bulandırdığını söylemeliyim . ",4244
853873615,true,golden,5,"",gördüğü şey,1.0,"



",TRUE,gören kişi,gördüğü şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Merdivenin başındaki paravanın arkasında garip bir sahne gördüm.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gördüm<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin nerede, hangi lokasyonda gerçekleştiği (soyut da olabilir) (mahallede, konuşmasında, hayalinde)</b>: Merdivenin başındaki paravanın arkasında<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gördüğü şey</b>: garip bir sahne<br>",N.A,N.A,onu,gördüğü şey,Kimi görmüştüm ?,gör,1,1,"O sıralarda yeni taşındığım apartmanda bir yazarın oturduğunu keşfettim , benden gençti , on iki yaşındaydı , onu ilk kez asansörle eve çıkarken görmüştüm , somurtkan dudakları , kocaman gözleri vardı , konuşurken hep yere bakıyor konuştuğu insana asla bakmıyordu . ",4266
853873616,true,golden,6,"","Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",0.6769,"




",TRUE,gören kişi,gördüğü şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Merdivenin başındaki paravanın arkasında garip bir sahne gördüm.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gördüm<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin nerede, hangi lokasyonda gerçekleştiği (soyut da olabilir) (mahallede, konuşmasında, hayalinde)</b>: Merdivenin başındaki paravanın arkasında<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gördüğü şey</b>: garip bir sahne<br>",N.A,N.A,kez,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)","Ne zaman ? : "" ilk kez"" ",gör,1,1,"O sıralarda yeni taşındığım apartmanda bir yazarın oturduğunu keşfettim , benden gençti , on iki yaşındaydı , onu ilk kez asansörle eve çıkarken görmüştüm , somurtkan dudakları , kocaman gözleri vardı , konuşurken hep yere bakıyor konuştuğu insana asla bakmıyordu . ",4266
853873617,true,golden,7,"","Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",0.5892,"





",TRUE,gören kişi,gördüğü şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Merdivenin başındaki paravanın arkasında garip bir sahne gördüm.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gördüm<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin nerede, hangi lokasyonda gerçekleştiği (soyut da olabilir) (mahallede, konuşmasında, hayalinde)</b>: Merdivenin başındaki paravanın arkasında<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gördüğü şey</b>: garip bir sahne<br>",N.A,N.A,çıkarken,"Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)
Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",Ne zaman gördüm ? ,gör,1,1,"O sıralarda yeni taşındığım apartmanda bir yazarın oturduğunu keşfettim , benden gençti , on iki yaşındaydı , onu ilk kez asansörle eve çıkarken görmüştüm , somurtkan dudakları , kocaman gözleri vardı , konuşurken hep yere bakıyor konuştuğu insana asla bakmıyordu . ",4266
853873618,true,golden,5,"","Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",1.0,"



",TRUE,gören kişi,gördüğü şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Merdivenin başındaki paravanın arkasında garip bir sahne gördüm.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gördüm<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin nerede, hangi lokasyonda gerçekleştiği (soyut da olabilir) (mahallede, konuşmasında, hayalinde)</b>: Merdivenin başındaki paravanın arkasında<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gördüğü şey</b>: garip bir sahne<br>",N.A,N.A,Sonra,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)", ,gör,1,1,"Sonra da bir küçük bar gördüm , bakalım sen beğenecek misin ? ",4268
853873619,true,golden,6,"",gördüğü şey,1.0,"




",TRUE,gören kişi,gördüğü şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Merdivenin başındaki paravanın arkasında garip bir sahne gördüm.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gördüm<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylemin nerede, hangi lokasyonda gerçekleştiği (soyut da olabilir) (mahallede, konuşmasında, hayalinde)</b>: Merdivenin başındaki paravanın arkasında<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gördüğü şey</b>: garip bir sahne<br>",N.A,N.A,bar,gördüğü şey,"",gör,1,1,"Sonra da bir küçük bar gördüm , bakalım sen beğenecek misin ? ",4268
853873620,true,golden,7,"",nitelik sahibi olan,1.0,"





",TRUE,nitelik sahibi olan,sahip olduğu nitelik,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eczacı olmak bu sayılı inatlarından biri ve ilkidir.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: olmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>sahip olduğu nitelik</b>: Eczacı<br>,N.A,N.A,Ceza,nitelik sahibi olan,"",ol,1,3,"Ceza , kambur olduğundan yalnızca kafası görülebiliyor masada . ",4321
853873621,true,golden,4,"",sahip olduğu nitelik,1.0,"


",TRUE,nitelik sahibi olan,sahip olduğu nitelik,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eczacı olmak bu sayılı inatlarından biri ve ilkidir.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: olmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>sahip olduğu nitelik</b>: Eczacı<br>,N.A,N.A,kambur,sahip olduğu nitelik,"",ol,1,3,"Ceza , kambur olduğundan yalnızca kafası görülebiliyor masada . ",4321
853873622,true,golden,5,"",Eylemle ilişkili değil,0.6026,"



",TRUE,engelleyen,engellediği şey,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Çözüm çabalarını Denktaş'ın olağanüstü inatçılığı engelliyor.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: engelliyor<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>engellediği şey</b>: Çözüm çabalarını<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>engelleyen</b>: Denktaş'ın olağanüstü inatçılığı<br>,N.A,N.A,kaydetti,Eylemle ilişkili değil,"",engelle,1,1,"Eski İngiliz parlamenter Linn Linn da Batı'nın vaatlerine güvenerek beklemenin yanlış olduğunu ifade ederek , şunları kaydetti : "" ABD istese Rum Kesimi'nin AB'ye üye olmasını engelleyebilir . ",4328
853873623,true,golden,3,"",engelleyen,1.0,"

",TRUE,engelleyen,engellediği şey,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Çözüm çabalarını Denktaş'ın olağanüstü inatçılığı engelliyor.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: engelliyor<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>engellediği şey</b>: Çözüm çabalarını<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>engelleyen</b>: Denktaş'ın olağanüstü inatçılığı<br>,N.A,N.A,ABD,engelleyen,"",engelle,1,1,"Eski İngiliz parlamenter Linn Linn da Batı'nın vaatlerine güvenerek beklemenin yanlış olduğunu ifade ederek , şunları kaydetti : "" ABD istese Rum Kesimi'nin AB'ye üye olmasını engelleyebilir . ",4328
853873624,true,golden,7,"",engelleyen,0.4246,"





",TRUE,engelleyen,engellediği şey,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Çözüm çabalarını Denktaş'ın olağanüstü inatçılığı engelliyor.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: engelliyor<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>engellediği şey</b>: Çözüm çabalarını<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>engelleyen</b>: Denktaş'ın olağanüstü inatçılığı<br>,N.A,N.A,istese,"Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)
Yan cümlecik (.. olarak, ... olmak üzere vb...) 
Nedeni ya da kaynağı (yüzünden, onun için, dağdan vb) 
Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)", ,engelle,1,1,"Eski İngiliz parlamenter Linn Linn da Batı'nın vaatlerine güvenerek beklemenin yanlış olduğunu ifade ederek , şunları kaydetti : "" ABD istese Rum Kesimi'nin AB'ye üye olmasını engelleyebilir . ",4328
853873625,true,golden,3,"",engellediği şey,1.0,"

",TRUE,engelleyen,engellediği şey,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Çözüm çabalarını Denktaş'ın olağanüstü inatçılığı engelliyor.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: engelliyor<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>engellediği şey</b>: Çözüm çabalarını<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>engelleyen</b>: Denktaş'ın olağanüstü inatçılığı<br>,N.A,N.A,olmasını,engellediği şey,"",engelle,1,1,"Eski İngiliz parlamenter Linn Linn da Batı'nın vaatlerine güvenerek beklemenin yanlış olduğunu ifade ederek , şunları kaydetti : "" ABD istese Rum Kesimi'nin AB'ye üye olmasını engelleyebilir . ",4328
853873626,true,golden,4,"",yazar,1.0,"


",TRUE,yazar,ne yazdığı,yazdığı yer,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Artık Milliyette yazıyorum</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yazıyorum<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Genelde tüm cümleyi etkileyen, diğer argüman tanımlarına uymayan zarf öğeler (Mutlaka, muhtemelen vb...)</b>: Artık<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>yazdığı yer</b>: Milliyette<br>",N.A,N.A,Bila,yazar,"",yaz,1,2,"Sayın Bila bana , bu konuşmayla ilgili izlenimlerini köşesinde yazacağını ifade etti , dediği gibi de yaptı . ",4356
853873627,true,golden,3,"",ne yazdığı,0.6989,"

",TRUE,yazar,ne yazdığı,yazdığı yer,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Artık Milliyette yazıyorum</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yazıyorum<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Genelde tüm cümleyi etkileyen, diğer argüman tanımlarına uymayan zarf öğeler (Mutlaka, muhtemelen vb...)</b>: Artık<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>yazdığı yer</b>: Milliyette<br>",N.A,N.A,izlenimlerini,ne yazdığı,"",yaz,1,2,"Sayın Bila bana , bu konuşmayla ilgili izlenimlerini köşesinde yazacağını ifade etti , dediği gibi de yaptı . ",4356
853873628,true,golden,5,"",yazdığı yer,1.0,"



",TRUE,yazar,ne yazdığı,yazdığı yer,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Artık Milliyette yazıyorum</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yazıyorum<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Genelde tüm cümleyi etkileyen, diğer argüman tanımlarına uymayan zarf öğeler (Mutlaka, muhtemelen vb...)</b>: Artık<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>yazdığı yer</b>: Milliyette<br>",N.A,N.A,köşesinde,yazdığı yer,"",yaz,1,2,"Sayın Bila bana , bu konuşmayla ilgili izlenimlerini köşesinde yazacağını ifade etti , dediği gibi de yaptı . ",4356
853873629,true,golden,4,"",gösteren,1.0,"


",TRUE,gösteren,gösterilen,kime/neye gösterildiği,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Size kitaplarımı göstereyim.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: göstereyim<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gösterilen kişi</b>: Size<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>görünen şey</b>: kitaplarımı<br>,N.A,N.A,Bey,gösteren,Kim gösterdi ? Kim görülmesini sağladı ?,göster,1,1,"Naci Bey dik dik baktı Katana'ya , sonra da gözleriyle sıraları gösterdi . ",4390
853873631,true,golden,4,"","Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",1.0,"


",TRUE,gösteren,gösterilen,kime/neye gösterildiği,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Size kitaplarımı göstereyim.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: göstereyim<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gösterilen kişi</b>: Size<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>görünen şey</b>: kitaplarımı<br>,N.A,N.A,sonra,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)","Ne zaman ? : "" Sonra"" ",göster,1,1,"Naci Bey dik dik baktı Katana'ya , sonra da gözleriyle sıraları gösterdi . ",4390
853873632,true,golden,4,"","Ne ile (uçakla, gözleriyle, çekiçle vb...)",0.4895,"


",TRUE,gösteren,gösterilen,kime/neye gösterildiği,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Size kitaplarımı göstereyim.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: göstereyim<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gösterilen kişi</b>: Size<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>görünen şey</b>: kitaplarımı<br>,N.A,N.A,gözleriyle,"Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)
Ne ile (uçakla, gözleriyle, çekiçle vb...)",Nasıl gösterdi ? Ya da ne ile gösterdi ? ,göster,1,1,"Naci Bey dik dik baktı Katana'ya , sonra da gözleriyle sıraları gösterdi . ",4390
