worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_1_contributors,tr_crowd_official
29397502,6700548,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
29443527,6707938,5,5,5,0,clixsense,ITA,03,Catanzaro,79.47.115.53,,,0,,0.0,0,,
29445804,4F799AABDDDB4848044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29506198,6718559,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
29647152,28298,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
29661638,3B4219D28DA3568B044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29683870,D4DD7AEED4A208422BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29686346,004AD933FE7946BC41A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,1.0
29759219,BBD27EB471B8F50D2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29764965,29622,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
29784135,6769234,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
29793301,6771009,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
29841820,CD3B1DC4CB7BF32424750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29851368,4B695F68A366F6330DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29924804,8C5532136B888AD40DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29956886,0DA43CB40281769E93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29959115,5033482DF7DCFA47BD9CE4BD64DFB8C1,5,2,5,0,neodev,TUR,48,Mugla,88.244.82.21,,,0,,0.6,300,,1.0
29974182,6806348,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30003434,32386,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30011970,3241583,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30015766,77985C308486909624750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30030223,32989,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30068922,D5B2D5E37AD5F41F6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30087720,6B147AC63929E34B24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30140011,6842939,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30164957,6175284,5,4,5,0,clixsense,TUR,34,Istanbul,46.196.232.147,,,0,,0.2,300,,1.0
30165349,5829907,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30169937,A94AB4A22C2FBAA50FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30174826,0D5CCCD0B2C7E9A2DD6A67EA287D2489,5,5,5,0,neodev,TUR,07,Antalya,195.142.179.123,,,0,,0.0,0,,1.0
30196616,3FB99A1EC55A739C41A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30201203,6855873,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
30203845,6856276,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30232081,6862435,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30247928,36168,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30248842,4969712,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
30277065,6871707,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
30280423,36608,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30293608,CBC28F795C5967372BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30305872,06315252CBD89EBB044935D48A84480F,5,5,5,0,neodev,USA,CA,Torrance,63.141.204.111,,,0,,0.0,0,1.0,
30307348,6880102,5,5,5,0,clixsense,TUR,34,Istanbul,94.123.202.226,,,0,,0.0,300,,1.0
30324655,37159,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30330246,5E541B9DA468924841A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30334521,352EC05A67552E3B24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30354271,B6E793475ABED6CB24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30358406,6891151,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
30358967,37624,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30361518,6841449,5,4,5,0,clixsense,TUR,41,Kocaeli,194.27.72.122,,,0,,0.2,0,,1.0
30381282,6899367,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30385520,6900128,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30410554,6907146,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30428624,6910554,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
30434757,F1A9B33BDFBE6E030FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30437130,3C9104FA68AD5EC0BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30442723,692E68ABB2D141B693CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30483963,6358257,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30487799,39497,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30500392,39725,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30512628,2BDE0F2E371FC28B24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30513701,6933771,5,5,5,0,clixsense,TUR,26,Eskisehir,93.89.66.69,,,0,,0.0,0,,1.0
30521031,80E0AAAB247B546C6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30522287,39976,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30537794,6933818,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30541875,51DAC2C7742EFD3A93CA06397A287A80,5,5,5,0,neodev,SRB,00,Singidunum,178.222.34.41,,,0,,0.0,300,1.0,
30549784,C4C407521BC95AE60DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30555818,6941592,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30561170,6945106,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
30573858,6C96CF5653CB23C1DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30591051,6950742,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30595206,40924,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30610687,6958823,5,2,5,0,clixsense,TUR,71,Konya,78.161.237.105,,,0,,0.6,0,,1.0
30623094,2613442,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30624056,6960616,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30652607,6969488,5,3,5,0,clixsense,TUR,34,Istanbul,217.131.103.28,,,0,,0.4,0,,1.0
30652628,6969473,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
30674444,6EB6D73E3DE4BB50BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30675143,98F180BBC9A812C4DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30687043,A83155C36CC7C50A044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30723057,6988905,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
30725995,3956034,0,0,0,0,listia,,,,,,,0,,1.0,0,1.0,
30726175,42827,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30743892,43011,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
30749135,6996221,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30771854,7002675,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30800342,D800A40928C45AB42BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30824111,7015581,5,2,5,0,clixsense,TUR,34,Istanbul,85.97.113.166,,,0,,0.6,0,1.0,1.0
30840438,ECDF15639DB6F23D2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30841384,7DFAA8BC1BA0EAC20DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30848678,3344604,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30849355,5DFDBADB3439861593CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30864807,7024306,5,2,5,0,clixsense,TUR,34,Istanbul,212.175.222.97,,,0,,0.6,0,,1.0
30881119,7029683,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30905437,7035662,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30908547,E29F48880C578A460FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
30909516,7036758,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
30914281,6904743,190,2,42,0,clixsense,TUR,35,Izmir,78.179.60.21,,,0,,0.9524,19,1.0,1.0
30924748,7040526,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
30949458,6519341,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30954324,7049033,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
30980189,7056124,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
30990736,5848628,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,
30999225,1CB3870F7C66E15B2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31004785,E95C01765A5CF3E96964A2442E880D82,295,6,62,1,neodev,TUR,65,Van,85.104.119.128,,,0,,0.9032,8,1.0,1.0
31012142,6956926,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31037057,7070976,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31042934,19DF5FE37EEAB5E10DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31044862,7073024,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31045932,47924,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,1.0
31064176,7078492,5,2,5,0,clixsense,TUR,34,Istanbul,92.44.77.174,,,0,,0.6,0,,1.0
31071294,7080485,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31094364,7086652,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31096825,79D8246E64E1ED1C41A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31123552,7094374,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31151596,2D624BAE48BB6DF96964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31161301,7103872,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
31176117,librarose79,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0,
31177517,7079507,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31178177,7108158,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31191792,49618,25,0,9,0,elite,TUR,"","",78.167.235.152,,,0,,1.0,50,1.0,1.0
31192634,1086982,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
31253281,02B3BE61E6F212766964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31294776,8BBACD8B4E8835A22BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31303857,7140666,95,5,23,0,clixsense,TUR,68,Ankara,31.44.202.121,,,0,,0.7826,52,,1.0
31313060,7142611,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31338337,7149094,5,2,5,0,clixsense,TUR,34,Istanbul,151.250.60.103,,,0,,0.6,0,1.0,1.0
31339899,1059066,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
31340874,83A0BDCC945124300DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31355178,770E42E5C152EB6E0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31355809,7084679,5,1,5,0,clixsense,TUR,72,Mardin,78.167.204.179,,,0,,0.8,0,1.0,1.0
31361189,7154942,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31371260,34388E9F6EC04306DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31381662,1094566,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
31382982,7157694,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31410532,7167508,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31413447,329C9824A6EB6F3D044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31430179,7172572,655,10,134,1,clixsense,TUR,68,Ankara,88.224.8.89,,,0,,0.9254,31,1.0,1.0
31432360,6433367,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31440706,7E384EE32B1925B8DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31462896,972BBF6C5873970CDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31463353,5E37198462BE7EBC044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31468671,1AF12424A6785780044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31482208,5CD367BC85D4940A6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31484981,E3D3E739FF1DAAE0044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31485254,4ED8957328D54C440FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,1.0
31486164,F2307A3276E5C2D0BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31505928,7191852,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31526282,54198,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
31530780,8E98A38DD76DA62693CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31533908,68ECDD92CB0BDCD124750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31540549,8D21B30657940F0424750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31544277,7196971,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31545406,E7C619DC94E0FAC20DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31553930,7203794,110,3,26,0,clixsense,TUR,45,Manisa,195.174.144.232,,,0,,0.8846,300,,1.0
31562576,7203311,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31563302,FEE3723A1B6107980DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31563591,B653ADD7E0932AF093CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31570035,54821,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
31571370,CFDABD4C81095941044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31587158,7212427,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
31591485,7213460,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
31591986,7213252,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31593710,55127,1175,30,239,0,elite,TUR,"","",37.155.166.133,,,0,,0.8745,26,1.0,1.0
31597861,55206,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
31605010,55287,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
31607024,7218001,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31617677,7220818,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31620303,7221836,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31621720,7222254,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
31623715,7CA1FB8F1A53C231BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31624399,7F0F1CC7364F9F970FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31630108,7224454,5,3,5,0,clixsense,TUR,54,Sakarya,88.242.34.242,,,0,,0.4,0,1.0,1.0
31632154,7225254,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
31632215,7225217,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
31635159,7226207,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
31641410,55870,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
31658862,7194127,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31662254,7233320,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31682607,19C9009E04E1FB2D0FA9E28369487118,5,5,5,0,neodev,ESP,32,Pamplona,82.213.182.174,,,0,,0.0,0,1.0,
31698808,7243795,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
31724268,7251015,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31738779,7254517,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31764401,7254463,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
31765930,7262281,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31766520,5F5D8C80C23B2C002BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31771354,7F001858E56589630DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31772269,7264676,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
31774320,7265120,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
31787148,A7F101E2A06C8BE66964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31793798,7270953,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31803222,19AF0D89640E2BB20DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31805771,7274506,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31810874,D7885B4DBA8B2722044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31811465,A0211858A50CD7C6BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31822324,7279833,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31824013,7280192,10,1,5,1,clixsense,TUR,63,Urfa,78.183.229.174,,,0,,0.8,300,1.0,1.0
31826771,7AF4FC637B2C60A3044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31839043,01A465AEB19AC64224750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31842759,7283988,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31849726,7287090,85,2,21,0,clixsense,TUR,54,Sakarya,88.245.121.30,,,0,,0.9048,20,1.0,1.0
31860859,sexyprincess,5,2,5,0,instagc,TUR,68,Ankara,88.231.238.142,,,0,,0.6,300,1.0,1.0
31870055,508,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0,
31873031,7294427,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31874795,7294787,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31879651,6489645,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31883386,7297234,5,3,5,0,clixsense,TUR,68,Ankara,95.9.41.25,,,0,,0.4,0,,1.0
31887246,7298475,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31887998,B6431BC771D57EA693CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31888009,7C432D1EAD8A4BCB93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,,1.0
31895388,7301090,5,5,5,0,clixsense,TUR,34,Istanbul,92.45.69.10,,,0,,0.0,0,,1.0
31896688,C5CAEB3392E2DD9441A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31900323,FF37225DF486F4486964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31901667,7302681,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31904877,40C22FEA98D9301141A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
31935170,7312766,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
31955641,7316255,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31960648,7319928,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
31977889,7324694,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
31994744,7328930,5,5,5,0,clixsense,TUR,34,Istanbul,78.176.44.37,,,0,,0.0,0,,1.0
32000907,AC57078E13326EA8BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32013088,moreless16,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0,1.0
32014217,7334528,5,5,5,0,clixsense,TUR,32,Mersin,85.104.213.149,,,0,,0.0,0,,1.0
32016407,B574C09E8A14726D93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32018146,0AA79F821BB279DD2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32025177,7337649,55,2,14,0,clixsense,TUR,85,Zonguldak,194.27.202.204,,,0,,0.8571,68,1.0,1.0
32025624,5F0669FF36C367A60DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32027813,8CD5FD3157B27C0993CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32034704,62128,5,5,5,0,elite,MEX,06,Chihuahua,189.202.42.215,,,0,,0.0,0,1.0,
32047741,62278,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
32050425,7344986,10,2,5,0,clixsense,TUR,53,Rize,78.166.254.196,,,0,,0.6,30,1.0,
32073966,836AC6BB827D8675044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32077031,7352405,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32087827,1229781,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
32091580,7275EE29569060CD2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32091927,7356294,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32094342,7357206,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
32094942,1230281,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
32110558,3BF1C40FD40232BB2BFA95FAD8D0CB36,5,4,5,0,neodev,TUR,81,Adana,95.7.94.136,,,0,,0.2,300,,1.0
32115313,7362844,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32117380,7363362,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32127182,8931C34AC7C2A3A50DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32154938,63180,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
32175836,7378536,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32189237,7379965,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32193104,85CB53CAEA9F703F044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32197866,CA987F84632CF47D2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32203207,7383868,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
32207547,BE1ECD1284410BBF2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32211785,7388141,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32215303,C6FF4182318CC5F62BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32215485,A29756F70C41981741A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32231834,7394779,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32234469,B18BF54DA1532A7541A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32236885,4C94940989FA25C9044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32241665,1A2655289220981593CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32244363,FC9A39E567EEF6C32BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32254876,A4F55794872B710093CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32256666,F28F8F025A391A7B044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32264724,7398695,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32276421,501B30D6E45B664F24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32281273,7408884,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
32283347,7409819,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32286381,02C1FE98C08CD8452BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32297675,7414010,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32311180,7417902,5,2,5,0,clixsense,TUR,55,Samsun,94.120.181.233,,,0,,0.6,0,,1.0
32320011,5AB173E17453E869044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32327463,7421424,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32332151,7423225,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32333519,277332,0,0,0,0,gifthunterclub,,,,,,,0,,1.0,0,1.0,
32333882,64384,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
32334516,EE7A0AEFB47F17E56964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32339236,25224B5746ED6791BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32343354,B0CC50E0ED16108D0FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32343885,278225,5,4,5,0,gifthunterclub,ESP,53,Las Palmas,85.155.191.19,,,0,,0.2,300,1.0,
32347325,B98890131B3FB1DE0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
32352104,draz211,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0,
32362964,5162851,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
32363453,64758,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
32367259,64785,5,2,5,0,elite,TUR,44,Malatya,85.106.225.159,,,0,,0.6,0,,1.0
32368820,64810,5,2,5,0,elite,TUR,"","",212.252.57.155,,,0,,0.6,300,1.0,1.0
32369186,7434204,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
